ainda	7	2255.15	14144.27	68	0.16
dia	7	2255.15	14347.20	67	0.16
encontrar	1	322.16	2001.20	497	0.16
rede	1	322.16	2042.07	487	0.16
sentido	1	322.16	1993.22	499	0.16
também	10	3221.65	19723.87	48	0.16
você	9	2899.48	17636.68	54	0.16
.	90	28994.85	175438.60	3	0.17
atenção	1	322.16	1902.23	523	0.17
existir	1	322.16	1880.76	3158	0.17
para	39	12564.43	72992.70	11	0.17
questão	1	322.16	1913.14	520	0.17
algo	2	644.33	3487.97	284	0.18
dois	4	1288.66	7173.78	127	0.18
nunca	2	644.33	3653.64	271	0.18
não	23	7409.79	42194.09	21	0.18
tanto	2	644.33	3640.33	272	0.18
como	19	6121.13	31545.74	29	0.19
filho	1	322.16	1690.05	500	0.19
força	1	322.16	1707.36	583	0.19
só	6	1932.99	10131.71	96	0.19
e	93	29961.34	149253.73	4	0.20
forte	1	322.16	1608.49	619	0.20
grande	5	1610.82	7980.88	116	0.20
história	3	966.49	4933.40	200	0.20
ideia	1	322.16	1613.68	617	0.20
participação	1	322.16	1637.47	608	0.20
por	21	6765.46	34540.50	22	0.20
a	54	17396.91	81319.37	5	0.21
atividade	1	322.16	1518.14	656	0.21
ele	17	5476.80	25777.36	62	0.21
mais	23	7409.79	36101.08	25	0.21
manhã	1	322.16	1536.81	648	0.21
tecnologia	1	322.16	1506.70	661	0.21
mal	1	322.16	1456.24	684	0.22
cabeça	1	322.16	1425.11	699	0.23
certeza	1	322.16	1379.88	722	0.23
ela	7	2255.15	9930.49	98	0.23
trabalhar	1	322.16	1427.14	698	0.23
natureza	1	322.16	1353.73	736	0.24
ano	9	2899.48	11458.92	93	0.25
ninguém	1	322.16	1267.91	786	0.25
tudo	7	2255.15	8952.55	109	0.25
momento	4	1288.66	4909.18	201	0.26
parte	7	2255.15	8718.40	112	0.26
posição	1	322.16	1225.94	813	0.26
tal	2	644.33	2489.42	399	0.26
ver	3	966.49	3685.67	197	0.26
,	311	100193.30	370370.37	0	0.27
animal	1	322.16	1175.50	1745	0.27
cara	1	322.16	1208.17	825	0.27
João	2	644.33	2332.63	426	0.28
diferente	2	644.33	2297.66	606	0.28
geral	2	644.33	2305.74	431	0.28
tomar	1	322.16	1135.46	878	0.28
22	1	322.16	1121.45	889	0.29
Boa	3	966.49	3336.67	1870	0.29
favor	1	322.16	1096.85	909	0.29
nada	4	1288.66	4490.35	220	0.29
nenhum	1	322.16	1129.05	624	0.29
peso	1	322.16	1125.24	886	0.29
?	18	5798.97	19342.36	49	0.30
logo	2	644.33	2142.70	464	0.30
feliz	1	322.16	1047.45	952	0.31
leitura	1	322.16	1035.52	963	0.31
mesmo	11	3543.81	11279.78	66	0.31
mãe	2	644.33	2054.65	484	0.31
época	2	644.33	2111.04	471	0.31
ali	1	322.16	997.31	1000	0.32
cinco	2	644.33	2033.76	489	0.32
apresentar	1	322.16	974.94	1023	0.33
de	143	46069.59	133094.61	2	0.35
mas	23	7409.79	21413.28	44	0.35
presente	1	322.16	933.10	408	0.35
ajudar	2	644.33	1780.31	559	0.36
até	18	5798.97	16207.46	59	0.36
depois	8	2577.32	7209.81	136	0.36
disponível	1	322.16	893.89	972	0.36
seu	25	8054.12	22490.40	42	0.36
campo	2	644.33	1764.60	564	0.37
e-mail	1	322.16	878.19	1136	0.37
procura	1	322.16	851.28	1172	0.38
tema	2	644.33	1678.70	593	0.38
vez	7	2255.15	6007.84	108	0.38
zona	1	322.16	852.73	1170	0.38
claro	2	644.33	1667.50	597	0.39
quase	4	1288.66	3271.18	303	0.39
ambos	1	322.16	800.83	1246	0.40
que	127	40914.95	103092.78	7	0.40
relação	4	1288.66	3198.90	249	0.40
sangue	1	322.16	786.35	1269	0.41
seguinte	2	644.33	1573.07	633	0.41
aula	1	322.16	771.78	1301	0.42
especial	3	966.49	2279.46	436	0.42
haver	4	1288.66	3062.07	1765	0.42
idade	2	644.33	1541.54	646	0.42
sala	2	644.33	1527.42	652	0.42
um	72	23195.88	55584.18	13	0.42
Oliveira	1	322.16	756.03	1320	0.43
hoje	8	2577.32	6035.00	163	0.43
jeito	1	322.16	754.89	1322	0.43
mesa	1	322.16	750.92	1329	0.43
suficiente	1	322.16	740.91	1347	0.43
único	2	644.33	1513.55	620	0.43
exatamente	1	322.16	734.92	1358	0.44
semana	1	322.16	724.27	286	0.44
Histórias	1	322.16	723.22	11084	0.45
saída	1	322.16	720.10	1386	0.45
importante	5	1610.82	3537.27	241	0.46
sempre	14	4510.31	9737.10	100	0.46
canal	1	322.16	683.67	1460	0.47
casa	10	3221.65	6910.85	142	0.47
terra	2	644.33	1350.07	738	0.48
leite	1	322.16	659.76	1513	0.49
o	158	50902.06	103665.37	6	0.49
agora	8	2577.32	5109.86	193	0.50
andar	1	322.16	633.83	1575	0.51
todo	14	4510.31	8767.56	131	0.51
coisa	6	1932.99	3689.63	267	0.52
experiência	4	1288.66	2458.81	404	0.52
nascer	1	322.16	619.31	5483	0.52
outro	11	3543.81	6764.41	167	0.52
antigo	1	322.16	608.01	1542	0.53
quarto	2	644.33	1219.96	817	0.53
em	71	22873.71	42507.80	10	0.54
poder	11	3543.81	6531.01	275	0.54
bola	1	322.16	590.77	1690	0.55
cima	2	644.33	1165.91	855	0.55
consigo	1	322.16	587.99	1698	0.55
muito	31	9987.11	17958.76	50	0.56
particular	1	322.16	578.13	1727	0.56
principalmente	4	1288.66	2248.71	442	0.57
professor	2	644.33	1136.12	795	0.57
cena	1	322.16	556.27	1795	0.58
tarde	4	1288.66	2208.97	450	0.58
espécie	2	644.33	1089.68	915	0.59
escolar	1	322.16	518.75	1925	0.62
esse	12	3865.98	6150.49	125	0.63
porque	15	4832.47	7651.11	128	0.63
resto	1	322.16	511.59	1952	0.63
cedo	1	322.16	505.38	1976	0.64
entretanto	1	322.16	497.09	3108	0.65
figura	1	322.16	491.96	2030	0.65
decidir	1	322.16	484.80	2923	0.66
hospital	1	322.16	484.57	2061	0.66
jantar	1	322.16	488.83	2043	0.66
estrada	1	322.16	482.23	2071	0.67
fazer	12	3865.98	5787.23	82	0.67
criar	1	322.16	472.43	513	0.68
querer	5	1610.82	2378.27	1953	0.68
imediatamente	1	322.16	463.46	2155	0.70
pergunta	1	322.16	457.31	1671	0.70
rápido	2	644.33	916.84	1088	0.70
disciplina	1	322.16	448.89	2225	0.72
criança	3	966.49	1314.58	758	0.74
rotina	1	322.16	428.87	2329	0.75
Houve	2	644.33	850.56	5768	0.76
apesar	3	966.49	1266.30	787	0.76
cheio	1	322.16	422.71	2035	0.76
Gostei	1	322.16	418.11	5125	0.77
compartilhar	1	322.16	416.03	2401	0.77
então	12	3865.98	5032.71	196	0.77
passar	3	966.49	1253.81	531	0.77
bom	10	3221.65	4080.05	216	0.79
correr	1	322.16	401.17	2490	0.80
surpresa	1	322.16	404.42	2470	0.80
vir	2	644.33	805.39	1374	0.80
cair	1	322.16	396.87	2644	0.81
clássico	1	322.16	397.50	2513	0.81
ambiente	6	1932.99	2354.60	422	0.82
entrevista	2	644.33	787.59	1267	0.82
confortável	1	322.16	388.55	2571	0.83
cumprimento	1	322.16	390.37	2559	0.83
jogo	6	1932.99	2333.31	279	0.83
realmente	5	1610.82	1942.88	512	0.83
sinter	1	322.16	377.40	379204	0.85
envolver	1	322.16	376.12	5985	0.86
família	10	3221.65	3763.64	263	0.86
aí	4	1288.66	1488.76	669	0.87
formado	1	322.16	368.50	2711	0.87
levar	2	644.33	730.87	714	0.88
pensar	2	644.33	728.70	832	0.88
sabor	1	322.16	365.80	2731	0.88
anteriormente	1	322.16	355.66	2809	0.91
talvez	3	966.49	1060.78	940	0.91
amizade	1	322.16	350.67	2849	0.92
morto	1	322.16	343.68	2907	0.94
som	2	644.33	682.27	1463	0.94
nisso	1	322.16	339.48	2943	0.95
onda	1	322.16	334.37	2988	0.96
topo	1	322.16	329.85	3029	0.98
futebol	4	1288.66	1300.90	766	0.99
perto	4	1288.66	1285.84	775	1.00
Sr.	1	322.16	314.50	3177	1.02
escrita	2	644.33	632.63	1578	1.02
férias	2	644.33	630.24	1584	1.02
imediato	1	322.16	315.99	3162	1.02
percurso	1	322.16	310.78	3215	1.04
provavelmente	2	644.33	610.99	1634	1.05
construir	1	322.16	305.00	1859	1.06
esquecer	1	322.16	302.69	3301	1.06
árvore	1	322.16	303.24	3295	1.06
televisão	2	644.33	601.43	1660	1.07
Obrigada	1	322.16	298.71	3749	1.08
obrigada	1	322.16	298.71	3345	1.08
acontecer	2	644.33	591.42	1427	1.09
dente	1	322.16	295.62	8491	1.09
certo	1	322.16	293.45	573	1.10
conversar	1	322.16	294.06	3398	1.10
dinâmica	1	322.16	292.08	3421	1.10
sensação	2	644.33	569.57	1753	1.13
ansiedade	1	322.16	280.14	3567	1.15
dizer	8	2577.32	2243.62	318	1.15
buscar	2	644.33	550.15	1815	1.17
hábito	1	322.16	274.67	4575	1.17
quadro	1	322.16	272.28	1472	1.18
aquilo	3	966.49	806.00	1238	1.20
quente	2	644.33	539.17	1852	1.20
naturalmente	1	322.16	267.33	3738	1.21
carta	1	322.16	264.22	2042	1.22
inteiro	1	322.16	264.08	1942	1.22
agradecer	1	322.16	262.69	3804	1.23
coleção	2	644.33	524.74	1903	1.23
amigo	7	2255.15	1795.70	893	1.26
basicamente	1	322.16	255.06	3918	1.26
facto	2	644.33	509.76	1959	1.26
velho	2	644.33	510.28	1957	1.26
estudar	2	644.33	494.88	2018	1.30
floresta	1	322.16	246.20	4059	1.31
nós	22	7087.63	5424.74	237	1.31
esperar	1	322.16	242.91	1819	1.33
lá	16	5154.64	3835.83	258	1.34
achar	6	1932.99	1429.18	2396	1.35
doce	1	322.16	239.19	2657	1.35
Natal	3	966.49	708.87	1408	1.36
algum	16	5154.64	3772.75	379	1.37
computador	3	966.49	697.50	1431	1.39
pai	6	1932.99	1372.31	552	1.41
interessante	4	1288.66	902.77	1105	1.43
sim	10	3221.65	2233.64	445	1.44
levantar	1	322.16	219.94	4544	1.46
noite	4	1288.66	881.08	358	1.46
pessoalmente	1	322.16	219.22	4559	1.47
começar	4	1288.66	873.20	861	1.48
sair	1	322.16	216.93	843	1.49
terreno	2	644.33	433.71	2303	1.49
tranquilo	1	322.16	216.04	4626	1.49
pequeno	5	1610.82	1070.89	911	1.50
brincadeira	1	322.16	210.32	4752	1.53
voltar	3	966.49	630.12	1091	1.53
carinho	2	644.33	418.81	2385	1.54
eu	67	21585.05	13831.48	63	1.56
brinquedo	1	322.16	205.65	9524	1.57
junto	3	966.49	614.74	502	1.57
ser	123	39626.29	24858.34	36	1.59
pé	4	1288.66	803.41	1242	1.60
Sons	1	322.16	200.01	27028	1.61
dormir	2	644.33	397.98	2510	1.62
tocar	1	322.16	197.02	2903	1.64
saber	10	3221.65	1955.15	283	1.65
negativo	1	322.16	193.70	4406	1.66
porquê	1	322.16	194.34	5143	1.66
sintar	2	644.33	377.40	OFV	1.71
ouvir	1	322.16	186.82	1356	1.72
dar	6	1932.99	1119.89	255	1.73
pesado	1	322.16	184.10	5429	1.75
almoço	2	644.33	353.39	2827	1.82
costa	2	644.33	354.27	4146	1.82
descrever	1	322.16	176.66	5658	1.82
Diga	1	322.16	175.29	21205	1.84
diga	1	322.16	175.29	5702	1.84
familiar	3	966.49	526.30	1938	1.84
tínhamos	1	322.16	174.23	5737	1.85
bater	1	322.16	170.08	3809	1.89
nariz	1	322.16	170.54	5861	1.89
sorte	3	966.49	506.41	1972	1.91
estar	24	7731.96	4017.29	238	1.92
crescer	2	644.33	334.27	2474	1.93
surpreendente	1	322.16	165.05	6056	1.95
frio	2	644.33	329.16	2137	1.96
Sabores	1	322.16	161.19	33396	2.00
vestir	1	322.16	160.75	6218	2.00
meu	36	11597.94	5740.76	137	2.02
voz	1	322.16	158.26	1196	2.04
disponibilidade	2	644.33	314.99	3172	2.05
falso	1	322.16	156.21	6399	2.06
típico	1	322.16	155.07	6446	2.08
comer	3	966.49	462.10	1454	2.09
extro	1	322.16	151.43	OFV	2.13
acordar	1	322.16	149.84	6671	2.15
abordar	1	322.16	145.59	6866	2.21
ir	20	6443.30	2889.85	439	2.23
professora	3	966.49	433.90	2302	2.23
verão	4	1288.66	574.15	1739	2.24
Agradeço	1	322.16	143.15	8281	2.25
positivo	2	644.33	286.07	2595	2.25
chamar	3	966.49	426.25	2475	2.27
composição	1	322.16	135.20	2242	2.38
dobro	1	322.16	134.94	7408	2.39
aquele	7	2255.15	936.42	677	2.41
ocasião	3	966.49	394.81	2022	2.45
auxiliar	3	966.49	392.05	2548	2.47
constantemente	2	644.33	259.83	3846	2.48
pegar	2	644.33	258.56	2098	2.49
quintal	1	322.16	129.14	7741	2.49
específico	3	966.49	387.19	2580	2.50
manter	2	644.33	258.18	632	2.50
patamar	1	322.16	127.72	7827	2.52
sentar	1	322.16	127.59	7884	2.53
acabar	6	1932.99	753.62	2075	2.56
sítio	2	644.33	247.79	4033	2.60
lavar	2	644.33	236.26	4230	2.73
primário	1	322.16	117.03	7188	2.75
Beatriz	1	322.16	116.09	8611	2.78
definitivamente	2	644.33	228.90	4366	2.81
seio	1	322.16	113.93	8775	2.83
parecido	1	322.16	110.42	5503	2.92
aldeia	2	644.33	219.07	4562	2.94
décimo	1	322.16	109.23	9152	2.95
Unidos	1	322.16	108.64	647	2.97
ter	48	15463.92	5170.04	80	2.99
incrível	5	1610.82	505.07	1746	3.19
Pronto	5	1610.82	497.34	8489	3.24
pronto	5	1610.82	497.34	2008	3.24
viver	5	1610.82	497.48	976	3.24
desenho	3	966.49	294.40	2348	3.28
expostas	1	322.16	98.29	10171	3.28
tradição	4	1288.66	389.17	2169	3.31
Gostava	2	644.33	194.11	21711	3.32
Ok	2	644.33	191.80	10180	3.36
domingo	4	1288.66	380.84	887	3.38
café	1	322.16	94.83	1317	3.40
chegar	6	1932.99	561.62	599	3.44
cereal	1	322.16	93.40	26341	3.45
vinhr	1	322.16	93.38	OFV	3.45
falar	16	5154.64	1473.15	409	3.50
estávar	2	644.33	176.81	OFV	3.64
liso	1	322.16	88.55	11290	3.64
marcar	2	644.33	175.36	3648	3.67
sofá	2	644.33	175.23	5704	3.68
costume	2	644.33	174.65	5536	3.69
bastante	28	9020.62	2438.60	393	3.70
connosco	1	322.16	86.73	11527	3.71
acaso	3	966.49	254.34	3929	3.80
antecipação	1	322.16	84.63	11814	3.81
escola	21	6765.46	1769.89	549	3.82
arranjar	1	322.16	83.54	11968	3.86
ficar	11	3543.81	905.58	325	3.91
deitar	1	322.16	82.27	12152	3.92
ídolo	1	322.16	80.53	12415	4.00
irmão	8	2577.32	642.38	1554	4.01
altura	13	4188.14	1008.37	989	4.15
corredor	2	644.33	146.98	6801	4.38
tia	2	644.33	145.82	6855	4.42
olhar	1	322.16	72.54	1037	4.44
conseguir	4	1288.66	284.45	850	4.53
favorito	2	644.33	141.08	5840	4.57
ambulância	1	322.16	68.38	14622	4.71
meia-noite	1	322.16	68.21	14658	4.72
adrenalina	1	322.16	68.10	14681	4.73
rivalidade	1	322.16	66.94	14937	4.81
WWE	1	322.16	65.67	15225	4.91
ouçor	1	322.16	64.81	OFV	4.97
lia	1	322.16	64.44	15515	5.00
contacto	3	966.49	190.45	5248	5.07
agrupamento	1	322.16	63.39	15772	5.08
cheiro	4	1288.66	250.02	3997	5.15
fresco	1	322.16	62.56	7066	5.15
severo	1	322.16	61.42	26017	5.25
adorar	1	322.16	60.95	7183	5.29
rodear	1	322.16	60.59	85498	5.32
Lembro-me	1	322.16	59.96	16674	5.37
nasci	1	322.16	58.25	17164	5.53
carpete	1	322.16	56.72	17629	5.68
inconsciente	2	644.33	108.56	9209	5.94
referir	2	644.33	106.54	7784	6.05
reviver	1	322.16	52.94	18887	6.09
importar	1	322.16	52.73	9627	6.11
colega	6	1932.99	316.04	4263	6.12
intervalo	2	644.33	103.51	4201	6.22
tio	1	322.16	50.91	6525	6.33
parar	1	322.16	50.61	1799	6.37
raíz	4	1288.66	197.64	48276	6.52
ganhar	1	322.16	48.77	1060	6.61
marcante	3	966.49	145.93	6850	6.62
sopa	1	322.16	48.66	5367	6.62
meter	1	322.16	48.28	8492	6.67
lareira	2	644.33	94.17	10616	6.84
honesto	2	644.33	92.61	10795	6.96
animar	2	644.33	92.30	14864	6.98
gritar	2	644.33	88.13	11344	7.31
repetir	3	966.49	127.99	5562	7.55
reuner	1	322.16	42.04	OFV	7.66
subir	6	1932.99	251.12	3797	7.70
dir	4	1288.66	164.27	43610	7.84
sortudo	1	322.16	39.30	25441	8.20
porrada	1	322.16	39.25	25476	8.21
encostar	1	322.16	38.70	25838	8.32
lembrr	1	322.16	38.36	OFV	8.40
cortiça	1	322.16	37.31	26802	8.64
mandar	1	322.16	37.10	4301	8.68
turma	6	1932.99	218.29	3185	8.86
infância	12	3865.98	426.31	2343	9.07
golo	3	966.49	106.50	9387	9.08
vê-lo	3	966.49	104.40	9576	9.26
pacato	1	322.16	34.64	49751	9.30
nevoeiro	1	322.16	34.26	29188	9.40
queixo	2	644.33	67.93	14719	9.49
jogar	15	4832.47	503.72	1368	9.59
éramos	2	644.33	66.28	15085	9.72
tratar	1	322.16	32.77	1900	9.83
genti	1	322.16	32.43	207219	9.93
engraçar	4	1288.66	127.28	319785	10.12
Famalicão	1	322.16	31.37	31874	10.27
lembrança	4	1288.66	124.23	8047	10.37
miúdo	2	644.33	62.01	27277	10.39
chegado	1	322.16	29.26	6888	11.01
voltarmos	1	322.16	29.23	34203	11.02
faz-me	1	322.16	28.66	34891	11.24
inverno	1	322.16	28.50	2829	11.30
lembrar	9	2899.48	256.09	1679	11.32
recordação	2	644.33	55.22	21679	11.67
avó	5	1610.82	136.27	5874	11.82
gordinho	1	322.16	26.94	37114	11.96
sangrar	1	322.16	26.33	37977	12.24
muro	5	1610.82	129.20	7737	12.47
brincar	8	2577.32	201.78	4420	12.77
escolher	2	644.33	47.08	1040	13.69
suscitar	1	322.16	22.32	33415	14.43
recordar	3	966.49	64.46	10623	14.99
engraçado	6	1932.99	128.24	7044	15.07
chover	1	322.16	20.06	18963	16.06
lembro-me	2	644.33	38.36	26068	16.80
primo	5	1610.82	91.74	7787	17.56
gostar	20	6443.30	358.49	3470	17.97
ficávamos	1	322.16	16.39	60997	19.65
sonolento	1	322.16	16.31	61305	19.75
vivíamos	1	322.16	15.85	63090	20.33
estressar	1	322.16	15.40	64951	20.93
tropeçar	1	322.16	15.24	42560	21.14
fazíamos	2	644.33	30.29	33013	21.27
lembro	3	966.49	38.36	4137	25.20
dividiu-se	1	322.16	12.67	78921	25.43
infantário	1	322.16	12.07	82826	26.68
lotar	1	322.16	12.00	47934	26.85
levaram-no	1	322.16	11.69	85535	27.56
estridente	1	322.16	11.38	53786	28.31
usávamos	1	322.16	10.99	91019	29.32
compreensivo	1	322.16	10.76	46844	29.94
Rego	4	1288.66	42.40	23581	30.39
obrigar	1	322.16	10.51	16439	30.66
chamávamos	1	322.16	10.20	98031	31.58
explicar	1	322.16	9.60	2293	33.56
ensinou-me	1	322.16	9.48	105491	33.99
magrelo	1	322.16	9.45	105813	34.09
tapar	2	644.33	18.58	30249	34.67
bocado	10	3221.65	83.74	11939	38.47
Playstation	5	1610.82	41.37	24168	38.93
adormecer	1	322.16	7.36	26445	43.79
Yu-Gi-Oh	2	644.33	14.49	68993	44.46
epá	1	322.16	6.93	144268	46.48
rejeitar	1	322.16	6.26	17108	51.49
aguentasse	1	322.16	6.00	166767	53.73
intragável	1	322.16	5.42	98558	59.44
adorávar	1	322.16	5.27	OFV	61.09
perguntar-te	1	322.16	4.24	236063	76.05
vejo-os	1	322.16	4.05	246642	79.46
punhr	1	322.16	3.10	OFV	104.04
juntar	1	322.16	2.87	4861	112.44
agradecer-me	1	322.16	2.25	444293	143.14
conheci	2	644.33	2.50	6083	258.16
Mogege	1	322.16	1.00	OFV	322.17
acendíamos	1	322.16	1.00	OFV	322.17
arrogente	1	322.16	1.00	OFV	322.17
corredorzinho	1	322.16	1.00	OFV	322.17
reguar	1	322.16	1.00	OFV	322.17
murozinho	2	644.33	1.00	OFV	644.33
tratava-nos	2	644.33	1.00	OFV	644.33
