!	4024.14	24570.02	38	0.16
atenção	1006.04	74.98	523	13.42
até	1006.04	16207.46	59	0.06
aula	1006.04	771.78	1301	1.30
avaliávamos	1006.04	1.00	OFV	1006.04
azul	1006.04	571.20	1748	1.76
aí	1006.04	1488.76	669	0.68
banho	1006.04	558.13	1789	1.80
bastante	2012.07	2527.17	393	0.80
bem	3018.11	13947.00	69	0.22
bocadinho	1006.04	72.07	13872	13.96
bom	3018.11	2930.24	216	1.03
brincadeira	4024.14	182.07	4752	22.10
brincar	5030.18	181.57	4420	27.70
cada	1006.04	9372.07	104	0.11
caixa	1006.04	768.82	1298	1.31
cansativo	1006.04	55.98	17861	17.97
cara	1006.04	1208.17	825	0.83
carinho	1006.04	418.81	2385	2.40
casa	8048.29	5383.67	142	1.49
cavalo	3018.11	140.77	5335	21.44
cedo	2012.07	505.38	1976	3.98
centro	1006.04	1570.60	634	0.64
cheio	3018.11	468.07	2035	6.45
cheiro	4024.14	250.02	3997	16.10
com	18108.65	64611.74	12	0.28
começar	1006.04	55.08	861	18.27
como	7042.25	8777.30	29	0.80
comprar	1006.04	1701.55	585	0.59
comum	2012.07	1548.71	643	1.30
connosco	1006.04	86.73	11527	11.60
contacto	4024.14	190.45	5248	21.13
contar	1006.04	989.41	1008	1.02
continuar	1006.04	864.53	1182	1.16
continuár	1006.04	7.49	OFV	134.40
correr	1006.04	401.17	2490	2.51
corrida	1006.04	154.42	1956	6.51
costumar	1006.04	10.45	127003	96.24
costume	2012.07	180.55	5536	11.14
creme	3018.11	293.97	3399	10.27
crescer	2012.07	151.58	2474	13.27
cresceste	1006.04	3.24	308748	310.61
criança	2012.07	1314.58	758	1.53
cão	2012.07	241.33	4141	8.34
de	54325.96	140549.34	2	0.39
decider	1006.04	14.27	OFV	70.51
deixar	1006.04	14.03	441	71.72
deixavam	1006.04	2.53	23921	397.52
depois	1006.04	2446.78	136	0.41
der	1006.04	72.01	5314	13.97
desenho	1006.04	294.40	2348	3.42
dia	7042.25	14347.20	67	0.49
divertidíssimo	1006.04	11.52	86807	87.33
divertir	1006.04	2.34	6718	430.84
diário	1006.04	280.84	3558	3.58
dois	1006.04	5564.83	127	0.18
dormir	1006.04	397.98	2510	2.53
durante	1006.04	1144.56	151	0.88
dúvida	2012.07	904.40	1103	2.22
e	25150.91	149253.73	4	0.17
ela	2012.07	66044.45	98	0.03
ele	2012.07	60703.33	62	0.03
eles	1006.04	6464.12	152	0.16
em	21126.76	42928.50	10	0.49
embora	1006.04	620.08	765	1.62
enquanto	1006.04	3428.18	289	0.29
ensino	1006.04	1650.98	603	0.61
entanto	2012.07	2223.70	447	0.90
escola	3018.11	1812.58	549	1.67
escolar	1006.04	518.75	1925	1.94
espaço	1006.04	3167.56	313	0.32
especial	7042.25	2279.46	436	3.09
especialmente	2012.07	1088.49	916	1.85
esperado	1006.04	242.91	4114	4.14
esporádico	1006.04	12.98	77046	77.51
esquecer	1006.04	21.07	3301	47.74
esse	2012.07	4567.14	125	0.44
estar	1006.04	4154.55	238	0.24
estrutura	1006.04	1224.44	814	0.82
estudar	4024.14	394.92	2018	10.19
estudo	1006.04	1909.49	521	0.53
eu	9054.33	9264.03	63	0.98
excluír	1006.04	9.77	OFV	102.96
exemplo	1006.04	4334.63	228	0.23
experiência	1006.04	2458.81	404	0.41
falar	1006.04	168.84	409	5.96
familiar	3018.11	526.30	1938	5.73
família	1006.04	3763.64	263	0.27
favorita	1006.04	100.59	9939	10.00
fazer	6036.22	6101.88	82	0.99
fazíamos	2012.07	30.29	33013	66.43
faça	1006.04	785.11	1271	1.28
feliz	1006.04	1047.45	952	0.96
festa	1006.04	450.92	827	2.23
figura	1006.04	235.81	2030	4.27
fim	1006.04	4189.36	236	0.24
final	2012.07	4885.20	202	0.41
foi	1006.04	2884.34	35	0.35
forma	2012.07	10341.26	94	0.19
forte	1006.04	1608.49	619	0.63
gostar	2012.07	306.11	3470	6.57
gostaria	1006.04	8.56	1459	117.49
grande	1006.04	3070.31	116	0.33
haver	5030.18	3513.70	1765	1.43
hoje	5030.18	4202.65	163	1.20
imediatamente	2012.07	463.46	2155	4.34
imenso	3018.11	198.07	5046	15.24
importante	1006.04	4103.41	241	0.25
incutir	1006.04	3.79	53354	265.24
influência	1006.04	519.29	1923	1.94
infância	8048.29	426.31	2343	18.88
iniciativa	1006.04	731.15	1365	1.38
intervalo	1006.04	103.51	4201	9.72
inventar	1006.04	3.95	13008	254.51
ir	3018.11	4723.72	439	0.64
irmã	1006.04	153.26	2442	6.56
irmão	1006.04	518.48	1554	1.94
jantar	1006.04	13.28	2043	75.73
jardim	3018.11	389.76	2563	7.74
junto	1006.04	1981.38	502	0.51
lanchávamo	1006.04	1.00	OFV	1006.04
lembrança	2012.07	124.23	8047	16.20
lembro	2012.07	38.36	4137	52.46
livre	1006.04	1295.84	769	0.78
longo	1006.04	198.86	391	5.06
lugar	1006.04	4470.27	221	0.23
lá	2012.07	3835.83	258	0.52
mais	8048.29	31849.03	25	0.25
manhã	2012.07	60.69	648	33.15
mantenhar	2012.07	32.73	OFV	61.47
manter	1006.04	33.07	632	30.42
maratona	1006.04	89.30	11196	11.27
marcante	2012.07	132.19	6850	15.22
marcar	1006.04	316.99	3648	3.17
mas	6036.22	21413.28	44	0.28
membro	1006.04	1110.25	1744	0.91
memória	3018.11	366.21	1367	8.24
menina	1006.04	419.69	2207	2.40
menos	1006.04	5963.03	165	0.17
mensagem	1006.04	496.60	1216	2.03
mesmo	2012.07	9065.65	66	0.22
meu	22132.80	5751.34	137	3.85
momento	2012.07	3063.08	201	0.66
muitas	1006.04	4037.14	245	0.25
muito	13078.47	17826.24	50	0.73
mundo	1006.04	8149.96	120	0.12
mãe	2012.07	2054.65	484	0.98
nadar	1006.04	1.00	13601	1006.04
namorado	1006.04	267.04	3742	3.77
nascestir	1006.04	7.21	OFV	139.48
nem	1006.04	5473.45	180	0.18
noite	1006.04	2772.39	358	0.36
nosso	1006.04	5189.41	173	0.19
novo	1006.04	2165.91	176	0.46
nunca	3018.11	3653.64	271	0.83
não	2012.07	42194.09	21	0.05
nítido	1006.04	49.05	25307	20.51
nós	4024.14	14507.96	237	0.28
o	55331.99	79585.38	6	0.70
obediente	1006.04	31.21	32036	32.23
observar	1006.04	129.24	2785	7.78
ofereceu-me	1006.04	8.81	113490	114.18
oito	1006.04	722.70	1381	1.39
olhar	2012.07	594.91	1037	3.38
onde	3018.11	7140.46	92	0.42
ou	3018.11	28011.20	33	0.11
pai	6036.22	1515.80	552	3.98
para	13078.47	72992.70	11	0.18
particularmente	1006.04	278.65	3586	3.61
partilhar	1006.04	147.70	6768	6.81
passar	1006.04	1458.36	531	0.69
passeio	1006.04	424.86	2351	2.37
pequeno-almoço	1006.04	68.98	14494	14.58
percebar	1006.04	88.19	OFV	11.41
piquenique	1006.04	40.77	24523	24.67
pizza	1006.04	111.90	8934	8.99
planear	1006.04	37.41	26726	26.89
poder	1006.04	531.72	275	1.89
por	5030.18	40485.83	22	0.12
porque	2012.07	7651.11	128	0.26
pouco	2012.07	5414.19	182	0.37
pousar	1006.04	5.55	27701	181.29
praia	1006.04	837.03	1192	1.20
prazer	1006.04	643.21	1552	1.56
preferer	1006.04	97.92	OFV	10.27
primeiro	1006.04	6422.61	153	0.16
professor	1006.04	1253.60	795	0.80
professora	2012.07	250.76	2302	8.02
próprio	1006.04	2546.47	385	0.40
próximo	1006.04	1160.50	430	0.87
pássaro	1006.04	114.68	14796	8.77
qual	1006.04	417.41	123	2.41
qualidade	1006.04	191.84	246	5.24
quando	1006.04	13568.52	71	0.07
quase	1006.04	3271.18	303	0.31
que	21126.76	103092.78	7	0.20
quem	2012.07	7593.01	129	0.26
querido	1006.04	63.56	6077	15.83
ramo	1006.04	311.07	3212	3.23
rapaz	1006.04	100.26	3611	10.03
recebi	1006.04	185.85	5378	5.41
recordação	1006.04	64.32	21679	15.64
relação	2012.07	3972.98	249	0.51
respeitadora	1006.04	6.86	145722	146.60
restaurante	1006.04	445.10	2026	2.26
rio	1006.04	797.64	1251	1.26
riso	1006.04	105.60	15861	9.53
ritual	1006.04	120.28	8311	8.36
rosa	1006.04	87.96	3751	11.44
rotina	1006.04	428.87	2329	2.35
sabor	1006.04	365.80	2731	2.75
secundário	1006.04	125.48	7967	8.02
sem	3018.11	5014.81	74	0.60
semana	1006.04	3463.80	286	0.29
sempre	10060.36	6990.52	100	1.44
sentir	1006.04	253.38	1161	3.97
separ	1006.04	45.62	OFV	22.05
ser	34205.23	20712.18	36	1.65
seu	3018.11	20135.97	42	0.15
sim	2012.07	646.12	445	3.11
simples	1006.04	2697.60	368	0.37
simulávamos	1006.04	1.00	OFV	1006.04
sinto	1006.04	377.40	2647	2.67
sobre	1006.04	17331.02	55	0.06
social	1006.04	3137.75	316	0.32
som	1006.04	682.27	1463	1.47
surgir	1006.04	149.75	5402	6.72
sábado	1006.04	129.51	897	7.77
também	3018.11	7629.98	48	0.40
tarde	2012.07	2208.97	450	0.91
te	3018.11	2495.63	398	1.21
televisão	1006.04	601.43	1660	1.67
tempo	1006.04	11402.51	85	0.09
ter	8048.29	3445.91	80	2.34
teu	2012.07	172.04	1759	11.70
ti	2012.07	290.39	3441	6.93
todo	3018.11	8337.77	131	0.36
tomar	1006.04	56.02	878	17.96
tornar	1006.04	251.72	1153	4.00
trabalhar	1006.04	58.61	698	17.17
trabalho	1006.04	1176.89	113	0.85
tradicional	2012.07	707.36	1411	2.84
tradição	1006.04	460.47	2169	2.18
transportar	1006.04	36.63	8782	27.46
transporte	1006.04	971.16	1027	1.04
tratar	1006.04	27.74	1900	36.27
tudo	1006.04	8952.55	109	0.11
tuo	5030.18	696.52	142612	7.22
típico	1006.04	155.07	6446	6.49
um	26156.94	61202.97	13	0.43
união	1006.04	346.90	2880	2.90
verdadeiro	2012.07	526.40	1623	3.82
vermelho	1006.04	111.15	2119	9.05
vez	2012.07	7268.50	108	0.28
vida	2012.07	10787.49	90	0.19
visitar	1006.04	41.01	2122	24.53
viver	2012.07	450.87	976	4.46
viveste	1006.04	5.52	181263	182.36
vivi	1006.04	68.01	14702	14.79
vivo	1006.04	233.88	1152	4.30
vizinho	4024.14	233.34	6186	17.25
volta	1006.04	2661.70	373	0.38
voltar	2012.07	37.90	1091	53.10
várias	1006.04	2633.66	377	0.38
zona	1006.04	852.73	1170	1.18
época	1006.04	2111.04	471	0.48
–	6036.22	15698.59	61	0.38
